Name,Brand,Price,Discounted Price,Category,Sub-Category,Quantity,Description,BreadCrumbs
Anjali Stainless Steel Gas Lighter Dura,Anjali,150,89,Specials,Specials,1 Unit,"
- Type : Gas Lighter
- Soft sensational grip handle
- Material : Stainless Steel

Package Contents :
- Gas Lighter : 1 Unit

Warranty : 1 Year
",Specials
DHomes Multi Tool Set - 6 Pieces,,540,479,Home & Kitchen,Home & Kitchen,1 Unit,"- Type: Hand Tool KitPack Contents- 80Z Hammer : 1 Unit- 6"" Combination Plier : 1 Unit- Screwdriver : 1 Unit- Precision Screwdriver : 2 Units- Screwdriver Bit Set : 1 Unit",Home & Kitchen
Stainless Steel Tea Strainer,,79,49,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Type : StrainerPack Contents- Stainless Steel Tea Strainer : 1 Unit,Home & Kitchen
Wonderchef Classic String Chopper,Wonderchef,700,299,Specials,Specials,1 Unit,"
- Purpose : Chop everything from onions, garlic to fruits & vegetables
- Control the size by just controlling number of pulls 
- Anti-slip Silicone Base : Yes
- Electric : No
- Body Material : Plastic
- Blade Material : Stee

Pack Contents :
- Wonderchef Classic String Chopper : 1 Unit

Warranty:
- 1 year on Product.
",Specials
Anjali Tadkavati Wire Handle No. 5,Anjali,265,115,Specials,Specials,1 Unit,"
Specifications :
- Shape : Half Round
- Colour : Satin Finish
- Material : Aluminium
- Handle Material : Stainless Steel Rod
- Diameter : 95 mm
- Thickness : 2.35 mm
- Width : 10.50 mm
- Height : 3.5 mm
- Depth : 1.5 mm Approx.
- Non-Stick Coating : Hard Anodized
- Suitable Cooktop : Gas Stove
",Specials
Stainless Steel Masala Spice Box,,570,499,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Type : Spice SetPack Contents- Stainless Steel Masala (Spice) Box With 7 Bowls &amp; 1 Spoon,Home & Kitchen
Anjali Gas Round Trolley - Super,Anjali,225,109,Specials,Specials,1 Unit,Key Features : - Suitable for all types of gas cylinders- Made from heavy-duty plastic material- High Tensile plastic wheels for long-lasting performance- No rusting or jamming of wheels- Smooth rollingPack Contents :- Anjali Gas Round Trolley : 1 Unit,Specials
Joyo Oil Can - Blue,Joyo Plastics,149,79,Home & Kitchen,Home & Kitchen,1 Unit,"Features & Benefits- Convenient Storage and Carrying Solution for Liquid Items Featuring a large 1 Litre capacity, an ergonomic design and a smart lid feature for easy accessibility, the Joyo Oil Can is an ideal solution for storing all your beverages and other liquids. With a tall design and a see-through body, you can carry your favourite beverages such as fruit juices, milkshakes, lassi, buttermilk and more wherever you go. You can also use this container to store liquids such as oil and easily pour them out when needed.- This container is safe for storing your beverages without fear of contamination. As it is safe for use both in the microwave and freezer, you can quickly heat up items without having to transfer them to a different container. Easy to Clean and Maintain the wide opening and unique shape of the Joyo Oil Can container makes it easy to clean and wash.- Made from 100% food-grade virgin plastic- Free from BPA and other harmful contaminants- Special seal with a slanted spout that lets you pour without dripping and ensures an even flow from the containers- It has a small vent close to the spout to ensure that excess oil split on the seal (if any) goes back into the container- Ergonomically designed body for easy gripping and anti-slipping, Leakproof.- Freezer and dishwasher safe- Sturdy Unbreakable Material : Joyo Oil Can Liquid Dispensers are made of unbreakable virgin plastic which lands the product great sturdiness and an incredible durability- 100% Leak Proof : Joyo Oil Can Liquid Dispensers come with smart spillproof lids which ensure zero leakage. The lids are also conveniently designed to felicitate easy opening and closing- Slanted spout allows easy even flow with no drips. Allows visibility of contents and their level. The detachable cap on the seal measures one teaspoon. Pack Contents- Joyo Oil Can (1 Litre) : 1 Unit",Home & Kitchen
Wonderchef Nutri-Blend Black,Wonderchef,5300,2699,Wonderchef,Wonderchef,400 W,"
- The 400W superfast motor blends & grinds in seconds.
- It comes with two unbreakable Jars & two Blades - One for grinding & the other one for smoothies & blends
- Motor Unit is very steady & safe to use
- Non-Skid Rubber Footing Stabilises the base
- All parts are Detachable & easy to clean

Specifications :
- Voltage : 230V 50Hz
- Wattage : 400 W

Pack Contents :
- Body : 1 Unit
- Long Jar 500ml with Lid : 1 Unit
- Short Jar 300ml with Lid : 1 Unit
- Seasoning Cap : 1 Unit
- Grinding Blade : 1 Unit
- Blending Blade : 1 Unit

Warranty : 2 years

Warranty Note : After Sales Service & repairs will be done by the Authorized Company Service Centers Only
",Wonderchef
Anjali Kitchenware Utility Set Super,Anjali,225,115,Specials,Specials,3 Pcs,"
- Material : Stainless Steel Body
- Strong & Sturdy

Pack Contents :
- Gas lighter : 1 Unit
- Knife : 1 Unit
- Peeler : 1 Unit

Warranty : 1 Year
",Specials
Joyo Chop-N-Store Cutting Board With Tray & Strainer - Green,Joyo Plastics,323,149,Home & Kitchen,Home & Kitchen,1 Unit,"Features & Benefits- Multiple Purposes : The cutting board basket can be used for washing vegetables, draining vegetables, cutting vegetables, and it can be the serving food tray. So, it is multipurpose to save kitchen space.- Flip-able Board: The cutting board can be flipped left and right, and it can be used on both sides. So, meat and vegetables are cut separately, making cooking clean and hygienic.- 2 Compartment Design : One compartment of the chopping board basket is designed with draining holes to facilitate the cleaning of ingredients and drain water, and the other compartment can be a storage tray, which stores the clean ingredients for cooking.- PP Material : The 3-in-1 cutting board features premium PP, which can be used for direct food contact.- Fashionable Appearance: The 3-in-1 cutting board is fashionable and simple, beautiful and generous.- 3 in 1 Cutting Board : This cutting board completes the three functions of cutting food, washing food, and storing food, which is convenient to use a Non-slip chopping board unit. Integrated drawer for collecting chopped food or waste. The draw slides out so that you can scrape the chopped pieces directly into the compartment.- Made of food-grade material, BPA-Free, durable and flexible, easy to use. The basket comes with a built-in plug drainer, simply twist to drain the water. Non-slip stands offer a grip that can be placed anywhere even on a smooth surface.- Useful for Home or Outdoor : 3 in 1 functional kitchen cutting board offers great convenience and enhances efficiency for kitchen work. The portable features are suitable for travelling, camping, Hiking, BBQ, perfect for cutting vegetables/ meats.- Flexible design allows easy transfer of food to pots and pans. Easy to store prevent cross-contamination. Lighter, thinner and more convenient than a Traditional chopping board, the integrated drawer can be pulled out and used to collect and transfer chopped food or unwanted food waste.- Drawer also makes a convenient place for storing a small, sharp knife. Easy to store & maintain. Use hot water and soap to wash, then let the cutting board air dry. Easier to wash than a wood cutting board.Pack Contents- Joyo Chop-N-Store Cutting Board - Green : 1 Unit",Home & Kitchen
Pigeon Handy Chopper - Value Pack,Pigeon,895,475,Specials,Specials,1 U,"
- Type : Handy Chopper
- Purpose : Chopping Fruits & Vegetables
- Material : ABS Plastic Body
- Blade Material : Stainless Steel
- Colour : Green

- Highly durable
- Efficient & Easy Mechanism
- Easy to Dismantle and Clean
- Blades retain their sharpness even with regular use

Instructions :
- Carefully place the blade over the center of the bowl
- Cut the ingredients into crude pieces and place them
- Place the cover on the bowl
- Hold the body with one hand and pull the handle with the other hand, until desired results are achieved
- Take out the blades carefully before removing vegetable from the bowl

Pack Contents :
- Common Lid with Safe Lid-Lock : 1 Unit
- Whisker for Blending : 1 Unit
- Bowl (400 ml) : 1 Unit
- Bowl (900 ml) : 1 Unit
- 3 Blades Attachment : 1 Unit
- 5 Blades Attachment : 1 Unit

Warranty:
- 30 Days Against Manufacturing Defects

Warranty Note :
- Any defects, as well as after-sales service and repairs, will be handled exclusively by the authorised company service center only.
WhatsApp Customer Care No. : +916364914202",Specials
Dhomes Scissor Set (Jinda),,110,99,Specials,Specials,2 Pcs,Colour : MulticolorNote : Available Colour/Design will be dispatched on stock availability,Specials
Stainless Steel Grill Jali With Wooden Handle,,129,99,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Handle Material : Wood- Shape : Square- Type : Papad JaliIt's used to roast roti and Papad.Pack Contents- Stainless Steel Square Roast/Grill Jali With Wooden Handle : 1 UnitNote : Shape of the product will be dispatched basis on stock availability,Home & Kitchen
Ambition Stainless Steel Push & Chop Chopper,,399,199,Home & Kitchen,Home & Kitchen,1 U,Specifications- Type : Chopper- Capacity : 650 ml- Ideal For : Vegetables & Fruits- Material : Plastic- Blade Material : Stainless SteelPack ContentsAmbition Stainless Steel Push & Chop Chopper : 1 Unit,Home & Kitchen
Beezy Gas Lighter Peeler & Knife,,150,69,Home & Kitchen,Home & Kitchen,3 U,"
Pack Contents :
- Gas Lighter : 1 Unit
- Peeler : 1 Unit
- Knife : 1 Unit
",Home & Kitchen
Prestige Kitchenware Utility Set,Prestige,135,99,Specials,Specials,2 Pcs,"
- Type : Kitchen Utility
- Material : Stainless Steel Body
- Strong & Sturdy

Pack Contents :
- Gas Lighter : 1 Unit
- Knife : 1 Unit
",Specials
Stainless Steel Cloth Clip,,130,79,Home & Kitchen,Home & Kitchen,1 Unit,Specification- Type : Multipurpose Cloth Clips- Material : Stainless SteelPack ContentStainless Steel Cloth Clip : 12 Units,Home & Kitchen
Om White Polpat (Roti Roller / Chakla),,250,199,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Shape : Round- Type : Rolling BoardPack Contents- Om White Wood Polpat/Roti Roller/Chakla : 1 Unit,Home & Kitchen
Stainless Steel Round Potato Masher With Wooden Handle,,99,69,Home & Kitchen,Home & Kitchen,1 U,"- Material : Stainless Steel- Handle Material : Wood- Shape : Round- Type : Potato Masher- Ideal for mashing pav bhaji, vegetables and pressing paratha, chapati etcPack Contents- Stainless Steel Round Potato Masher with wooden Handle : 1 Unit",Home & Kitchen
Nova Stainless Steel Baby Spoon Set,,149,79,Home & Kitchen,Home & Kitchen,6 U,- Material : Stainless Steel- Type : Serving SpoonPack Contents- Nova Stainless Steel Baby Spoon : 6 Units,Home & Kitchen
Stainless Steel Pav Bhaji Plate - Oval Shape,,220,169,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Type : Partition Plate- Suitable For : ServingPack Contents- Stainless Steel Pav Bhaji Plate - Oval Shape : 1 Unit,Home & Kitchen
Anjali Stainless Steel Gas Trolley,Anjali,425,225,Specials,Specials,1 U,Overview- Brand - Anjali- Body Material: Stainless Steel- Type: Gas Trolley- Colour: Silver- Suitable For: Gas Cylinders- Design: Stainless Steel Gas Trolley Round ShapePack Contents- Anjali Stainless Steel Gas Trolley : 1 Unit,Specials
Steel Royal Foody Lunch Box Set,,400,249,Home & Kitchen,Home & Kitchen,1 U,"Non-Cracking, superior quality stainless-steel leak-proof containers, and its compact size fits easily in briefcase schoolbag and handbag.- Material : Stainless Steel- Colour : Assorted- Shape : Round- Ideal for office executives and school going kidsPack Contents- Stainless Steel Royal Foody Lunch Box Set & Assorted : 3 ContainersNote : Available colour will be dispatched basis stock availability.",Home & Kitchen
Anjali Manual Hand Juicer Ras Dhara,Anjali,649,379,Specials,Specials,1 U,"
- Brand : Anjali
- Type : Manual Hand Juicer
- Body Material : Polypropylene
- Transparent Part Material : PET
- Base Vacuum Material : Rubber
- Colour : Green
- Capacity : 280 ml approx.

Pack Contents :
- Anjali Manual Hand Juicer Ras Dhara : 1 Unit
",Specials
Veer Stainless Steel Bidding Tope Set,,369,199,Home & Kitchen,Home & Kitchen,3 U,"Specification- Material : Stainless Steel- Shape : Round- Suitable Cooktops : Gas- Capacity : 480 ml, 680 ml, 880 ml Pack Contents- Veer Stainless Steel Bidding Tope Set : 3 Units",Home & Kitchen
D Homes 10 Pieces Egg Saver Box - Assorted,,100,89,Specials,Specials,1 Unit,"
Note : Assorted colour will be dispatched basis on stock availability
",Specials
Measuring Cup Set - Multicolour,,80,69,Home & Kitchen,Home & Kitchen,Set of 6,"OverviewWhether you are baking at home or cooking up new dishes, this set of measuring cups is a must-have to get the right measurements.Key Features- Space-saving design.- Cups snap together securely.- Easy grip handles ensure easy maneuverability and control.- Long handles for easy reach into spice bottles, small jars, and other hard-to-reach spaces.- Durable plastic with easy-to-read markings and labels in millimeters (ml).Details- Colour: Multicolour- Material: PlasticPack Contents- 1/2 tbsp. (7.5 ml) : 1 Unit- 1 tbsp. (15 ml) : 1 Unit- 1/4 cup (60 ml) : 1 Unit- 1/3 cup (85 ml) : 1 Unit- 1/2 cup (125 ml) : 1 Unit- 1 cup (250 ml) : 1 UnitNoteAvailable colour will be dispatched basis stock availability.",Home & Kitchen
Anjali Kitchen Express Gripper With 12 Jalis,Anjali,625,399,Specials,Specials,1 U,"
Specifications : 
- Colour : Silver
- Material : Stainless Steel
- Height : 18 cms approx.
-Width : 5 cms approx
- There are 12 Jalis to prepare variety of snacks like shev, chakli & more

Pack Contents :
- Kitchen Express Gripper with 12 Jalis
",Specials
Joyo Knit Basket with Jali - Light Brown,Joyo Plastics,267,149,Home & Kitchen,Home & Kitchen,Set Of 3,"OverviewEasily organize your rooms, shelves, pantry, or closets with Plastic Storage Basket Bins. A practical way to sort and organize all your smaller sundries, supplies, kitchen items, personal care items, and much more. These rectangular plastic baskets have a woven pattern for breathable storage with handles for a simple yet durable design. A multipurpose and versatile way to store items and clear clutter and stay organized in your home, office, or dorm rooms. Multi-Purpose - Versatile Storage Bins.Features & Benefits- Practical and perfect for storage in any room- Living room DVD, book, and media storage- Bathroom sundry and personal care item storage- Beauty, makeup, and hair supplies storage- Kid's toy or art supplies storage.- Educational / classroom supplies.- Pantry organization.- Shelf organizers & many other practical uses.- Versatile Baskets : The Plastic Tray Bin Baskets are an easy solution to organize your home, apartment, or other living spaces. Use them to organize shelves and rooms, add to your home decor, or storage for everyday personal items.- Sturdy & Durable : Durable and sturdy, the storage containers have a woven side aesthetic for open breathable storage and organization. The bins are easy to stack and when not in use and lightweight when empty.- Great For Children : Simple storage without the fuss. These baskets are perfect to store bath toys, baby toys, clothes, burp cloths, bottles, crayons, bath toys, lego bricks and more. A durable and worry-free way to organize and accessorize your nursery or kid&rsquo;s rooms.- Multipurpose : Versatile storage and organization - use as desk organizers, closet organizer bins, child / kid room toy storage, living room magazine/books / sundry storage, kitchen produce ( fruits & vegetables ) baskets, bathroom essentials baskets and much more.Pack Contents- Joyo Knit Basket with Jali - Light Brown : Set of 3",Home & Kitchen
